,fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
123,48247,US,TX,Jim Hogg County,county,,iso1:us#iso2:us-tx#fips:48247,,5200,0.1667,other,5.494505494505495,,2.6216672195,1.4934016657300004,,,,3,2,1,4,3,4,4,607,16,,,,,,0,,,,0,,0,,2134,1522,2021-04-05,https://covidactnow.org/us/texas-tx/county/jim_hogg_county,0.4103846153846154,0.2926923076923077,0,3643
124,48249,US,TX,Jim Wells County,county,,iso1:us#iso2:us-tx#fips:48249,,40482,0.0939,other,8.116482104921413,,0.734871781525,0.8113419060150001,,,0.35,1,1,1,4,0,4,0,4117,95,,,,135.0,22.0,2,0.29,10.0,3.0,0,0.36,1,,13003,9658,2021-04-05,https://covidactnow.org/us/texas-tx/county/jim_wells_county,0.32120448594437034,0.2385751692110073,0,22281
125,48251,US,TX,Johnson County,county,,iso1:us#iso2:us-tx#fips:48251,,175817,0.0516,other,11.456717577286124,,0.920843641621,0.332415983249,0.18981880944552929,,0.7000000011052632,2,1,2,4,1,0,1,19361,360,,,,137.0,177.0,11,0.28,27.0,19.0,3,0.6,0,,35427,22511,2021-04-05,https://covidactnow.org/us/texas-tx/county/johnson_county,0.20149928618961765,0.12803653799120676,0,56905
126,48253,US,TX,Jones County,county,,iso1:us#iso2:us-tx#fips:48253,,20083,0.0278,other,0.0,,0.5841019988539999,0.8649379636360001,inf,,,0,0,0,4,0,4,4,2733,53,,,,95.0,0.0,0,0.29,0.0,,0,,0,,3107,2168,2021-04-05,https://covidactnow.org/us/texas-tx/county/jones_county,0.1547079619578748,0.10795199920330628,0,4935
127,48255,US,TX,Karnes County,county,,iso1:us#iso2:us-tx#fips:48255,,15601,0.0286,other,35.254150374975964,,1.13328187253,0.7302399574699999,,,,3,0,3,4,2,4,4,1738,36,,,,25.0,6.0,2,0.16,1.0,1.0,4,,0,,3659,2709,2021-04-05,https://covidactnow.org/us/texas-tx/county/karnes_county,0.23453624767643103,0.1736427152105634,0,5650
128,48257,US,TX,Kaufman County,county,,iso1:us#iso2:us-tx#fips:48257,,136154,0.057,other,11.22678311743635,,0.8448808443070001,0.393918862813,0.12531328315789475,,0.3571428566666666,2,1,2,4,0,0,0,15539,246,,,,379.0,9.0,1,0.8,6.0,2.0,0,0.26,0,,27911,16676,2021-04-05,https://covidactnow.org/us/texas-tx/county/kaufman_county,0.20499581356405247,0.12247895765089532,1,43293
129,48259,US,TX,Kendall County,county,,iso1:us#iso2:us-tx#fips:48259,,47431,0.0336,other,4.517840953927059,,0.661621370852,0.7025146259180002,,,,1,1,1,4,0,4,4,3132,72,,,,,,4,,,,2,,0,,14742,9186,2021-04-05,https://covidactnow.org/us/texas-tx/county/kendall_county,0.3108093862663659,0.19367080601294512,0,23320
130,48261,US,TX,Kenedy County,county,,iso1:us#iso2:us-tx#fips:48261,,404,,other,0.0,,,,,,,0,4,0,4,4,4,4,36,2,,,,,,0,,,,0,,0,,168,131,2021-04-05,https://covidactnow.org/us/texas-tx/county/kenedy_county,0.4158415841584159,0.3242574257425743,0,298
131,48263,US,TX,Kent County,county,,iso1:us#iso2:us-tx#fips:48263,,762,,other,18.747656542932134,,,,,,,2,4,2,4,4,4,4,99,2,,,,,,0,,,,0,,0,,211,161,2021-04-05,https://covidactnow.org/us/texas-tx/county/kent_county,0.2769028871391076,0.21128608923884515,0,356
132,48265,US,TX,Kerr County,county,,iso1:us#iso2:us-tx#fips:48265,,52600,0.0038,other,4.617055947854427,,0.728716066365,0.731672934695,0.13033561374059713,,0.7849462335645739,1,0,1,4,0,0,1,4203,84,,,,342.0,79.0,2,0.8,13.0,10.0,1,0.55,0,,13352,7384,2021-04-05,https://covidactnow.org/us/texas-tx/county/kerr_county,0.2538403041825095,0.14038022813688214,0,20352
133,48267,US,TX,Kimble County,county,,iso1:us#iso2:us-tx#fips:48267,,4337,0.1429,other,0.0,,1.49554613389,1.4262758168699996,0.0,,,0,2,0,4,3,0,4,261,6,,,,15.0,1.0,1,0.09,2.0,2.0,0,,0,,1329,938,2021-04-05,https://covidactnow.org/us/texas-tx/county/kimble_county,0.30643301821535623,0.21627853354853585,0,2180
134,48269,US,TX,King County,county,,iso1:us#iso2:us-tx#fips:48269,,272,,other,52.52100840336134,,,,,,,3,4,3,4,4,4,4,11,0,,,,,,0,,,,0,,0,,47,27,2021-04-05,https://covidactnow.org/us/texas-tx/county/king_county,0.1727941176470588,0.09926470588235294,0,71
135,48271,US,TX,Kinney County,county,,iso1:us#iso2:us-tx#fips:48271,,3667,,other,3.895749737036892,,1.63816053258,1.4254552884399998,,,,3,4,1,4,3,4,4,321,6,,,,,,0,,,,0,,0,,1046,419,2021-04-05,https://covidactnow.org/us/texas-tx/county/kinney_county,0.2852467957458413,0.11426233978729207,0,1450
136,48273,US,TX,Kleberg County,county,,iso1:us#iso2:us-tx#fips:48273,,30680,0.1056,other,17.22853417768672,,0.859798559513,0.6654247420170001,0.22727272799586776,,0.75,2,2,2,4,0,0,1,2537,90,,,,96.0,30.0,7,0.55,10.0,7.0,2,0.61,2,,11076,8829,2021-04-05,https://covidactnow.org/us/texas-tx/county/kleberg_county,0.3610169491525424,0.2877770534550196,0,19787
137,48275,US,TX,Knox County,county,,iso1:us#iso2:us-tx#fips:48275,,3664,,other,54.58515283842795,,,,,,,3,4,3,4,4,4,4,269,17,,,,28.0,2.0,2,0.04,9.0,7.0,2,,0,,1038,881,2021-04-05,https://covidactnow.org/us/texas-tx/county/knox_county,0.28329694323144106,0.2404475982532751,0,1817
138,48277,US,TX,Lamar County,county,,iso1:us#iso2:us-tx#fips:48277,,49859,0.0548,other,3.4382673424772143,,0.655739511393,0.911501496737,0.2775096528716216,,0.9732142875,1,1,1,4,0,0,3,5762,153,,,,469.0,109.0,4,0.25,16.0,15.0,3,0.47,0,,11620,8339,2021-04-05,https://covidactnow.org/us/texas-tx/county/lamar_county,0.2330572213642472,0.1672516496520187,0,19573
139,48279,US,TX,Lamb County,county,,iso1:us#iso2:us-tx#fips:48279,,12893,0.0238,other,13.296251565079613,,0.950879878647,0.7372708181730001,,,,2,0,2,4,1,4,4,2044,81,,,,75.0,2.0,1,0.11,24.0,24.0,12,,0,,3291,2393,2021-04-05,https://covidactnow.org/us/texas-tx/county/lamb_county,0.25525478942061586,0.1856045916388738,0,5409
140,48281,US,TX,Lampasas County,county,,iso1:us#iso2:us-tx#fips:48281,,21428,0.0422,other,11.33363556361503,,0.953341421515,0.9373621185849998,inf,,,2,1,2,4,1,4,4,2111,32,,,,25.0,15.0,1,0.31,0.0,,0,,0,,3995,2370,2021-04-05,https://covidactnow.org/us/texas-tx/county/lampasas_county,0.18643830502146724,0.11060294941198433,0,6086
141,48283,US,TX,La Salle County,county,,iso1:us#iso2:us-tx#fips:48283,,7520,0.0238,other,49.39209726443769,,1.1758481748899998,0.9805143429000004,,,,3,0,3,4,2,4,4,1048,28,,,,,,1,,,,0,,0,,2783,2141,2021-04-05,https://covidactnow.org/us/texas-tx/county/la_salle_county,0.37007978723404256,0.2847074468085106,0,4770
142,48285,US,TX,Lavaca County,county,,iso1:us#iso2:us-tx#fips:48285,,20154,0.0593,other,12.758899332284267,,0.795056396791,0.7987299736089999,1.0144927536231885,,,2,1,2,4,0,3,4,2142,75,,,,50.0,8.0,1,0.24,0.0,,1,0.06,0,,4950,3492,2021-04-05,https://covidactnow.org/us/texas-tx/county/lavaca_county,0.24560881214647215,0.17326585293242036,0,7932
143,48287,US,TX,Lee County,county,,iso1:us#iso2:us-tx#fips:48287,,17239,0.0604,other,16.435601446332928,,0.8181292504600001,0.8542585184299999,,,,2,1,2,4,0,4,4,2119,38,,,,,,1,,,,0,,0,,4040,2224,2021-04-05,https://covidactnow.org/us/texas-tx/county/lee_county,0.234352340623006,0.1290098033528627,0,6053
144,48289,US,TX,Leon County,county,,iso1:us#iso2:us-tx#fips:48289,,17404,0.086,other,9.849952391896773,,0.8573894945300001,0.9800306000799998,,,,1,1,1,4,0,4,4,1593,42,,,,,,2,,,,1,,0,,3433,2117,2021-04-05,https://covidactnow.org/us/texas-tx/county/leon_county,0.1972535049413928,0.12163870374626524,0,5254
145,48291,US,TX,Liberty County,county,,iso1:us#iso2:us-tx#fips:48291,,88219,0.0691,other,8.258667957825736,,0.713755786709,0.4852883962210001,1.5217391304347831,,,1,1,1,4,0,3,4,7436,171,,,,41.0,12.0,4,0.05,4.0,4.0,3,,6,,13133,7256,2021-04-05,https://covidactnow.org/us/texas-tx/county/liberty_county,0.1488681576531133,0.08224985547331072,0,19667
146,48293,US,TX,Limestone County,county,,iso1:us#iso2:us-tx#fips:48293,,23437,0.0223,other,8.533515381661475,,0.975224798953,0.8740010662870003,,,0.119047619,1,0,1,4,1,4,0,2691,73,,,,78.0,9.0,1,0.14,5.0,0.0,1,0.02,0,,4214,2870,2021-04-05,https://covidactnow.org/us/texas-tx/county/limestone_county,0.1798011690916073,0.12245594572684215,0,6620
147,48295,US,TX,Lipscomb County,county,,iso1:us#iso2:us-tx#fips:48295,,3233,,other,0.0,,,,,,,0,4,0,4,4,4,4,305,12,,,,,,0,,,,0,,0,,715,503,2021-04-05,https://covidactnow.org/us/texas-tx/county/lipscomb_county,0.2211568202907516,0.15558304979894835,0,1179
148,48297,US,TX,Live Oak County,county,,iso1:us#iso2:us-tx#fips:48297,,12207,0.0075,other,0.0,,1.81418228939,1.5208587912300002,,,,0,0,0,4,3,4,4,1117,21,,,,,,1,,,,0,,0,,2436,1699,2021-04-05,https://covidactnow.org/us/texas-tx/county/live_oak_county,0.19955763086753506,0.13918243630703694,0,4062
149,48299,US,TX,Llano County,county,,iso1:us#iso2:us-tx#fips:48299,,21795,0.1261,other,9.83187493855078,,0.816067428374,0.8737366072359999,inf,,,2,2,1,4,0,4,4,1607,50,,,,27.0,2.0,2,0.05,0.0,,1,,0,,5966,3807,2021-04-05,https://covidactnow.org/us/texas-tx/county/llano_county,0.2737325074558385,0.1746730901582932,0,9511
150,48301,US,TX,Loving County,county,,iso1:us#iso2:us-tx#fips:48301,,169,,other,0.0,,,,,,,0,4,0,4,4,4,4,1,0,,,,,,0,,,,0,,0,,33,14,2021-04-05,https://covidactnow.org/us/texas-tx/county/loving_county,0.1952662721893491,0.08284023668639055,0,47
151,48303,US,TX,Lubbock County,county,,iso1:us#iso2:us-tx#fips:48303,,310569,0.0217,other,3.3578919430372727,,0.831612238611,0.4545761709490001,0.09185773078075443,,0.8070987637400453,1,0,1,4,0,0,2,48610,779,,,,1650.0,889.0,32,0.6,185.0,149.0,7,0.79,0,,89931,60318,2021-04-05,https://covidactnow.org/us/texas-tx/county/lubbock_county,0.28956850168561576,0.1942177100740898,0,148483
152,48305,US,TX,Lynn County,county,,iso1:us#iso2:us-tx#fips:48305,,5951,0.0417,other,12.002784646037881,,1.51738602524,1.4256983673900003,,,,3,1,2,4,3,4,4,616,23,,,,25.0,2.0,0,0.2,4.0,4.0,0,,0,,1427,963,2021-04-05,https://covidactnow.org/us/texas-tx/county/lynn_county,0.2397916316585448,0.1618215425978827,0,2333
153,48307,US,TX,McCulloch County,county,,iso1:us#iso2:us-tx#fips:48307,,7984,,other,12.525050100200401,,1.2729327390799998,1.0818612793200004,,,,2,4,2,4,2,4,4,569,19,,,,25.0,2.0,0,0.22,0.0,,0,,1,,1744,1109,2021-04-05,https://covidactnow.org/us/texas-tx/county/mc_culloch_county,0.21843687374749501,0.13890280561122245,0,2762
154,48309,US,TX,McLennan County,county,,iso1:us#iso2:us-tx#fips:48309,,256623,0.0346,other,9.630580935569187,,0.8239530839040001,0.28122412172599986,0.1899335233520832,,0.9487179477975016,1,1,1,4,0,0,3,26164,462,,,,521.0,374.0,23,0.71,61.0,58.0,6,0.67,0,,56358,36382,2021-04-05,https://covidactnow.org/us/texas-tx/county/mc_lennan_county,0.21961398627558715,0.14177217162919925,0,87845
155,48311,US,TX,McMullen County,county,,iso1:us#iso2:us-tx#fips:48311,,743,,other,0.0,,,,,,,0,4,0,4,4,4,4,83,5,,,,,,0,,,,0,,0,,225,167,2021-04-05,https://covidactnow.org/us/texas-tx/county/mc_mullen_county,0.3028263795423957,0.22476446837146705,0,362
156,48313,US,TX,Madison County,county,,iso1:us#iso2:us-tx#fips:48313,,14284,0.0448,other,9.334453467749464,,0.8641872598549999,0.9214041637350004,,,,1,1,1,4,0,4,4,1925,28,,,,25.0,10.0,1,0.59,0.0,,0,,0,,2258,1275,2021-04-05,https://covidactnow.org/us/texas-tx/county/madison_county,0.15807896947633715,0.08926071128535425,0,3312
157,48315,US,TX,Marion County,county,,iso1:us#iso2:us-tx#fips:48315,,9854,0.0208,other,1.4497375974948532,,0.961792953496,1.3489913082940004,,,,1,0,1,4,1,4,4,526,33,,,,,,1,,,,0,,0,,1729,1290,2021-04-05,https://covidactnow.org/us/texas-tx/county/marion_county,0.17546174142480211,0.13091130505378526,0,2934
158,48317,US,TX,Martin County,county,,iso1:us#iso2:us-tx#fips:48317,,5771,,other,9.901725375646707,,0.8506206087,1.3148357733500005,0.0,,,1,4,1,4,0,0,4,618,18,,,,18.0,6.0,1,0.25,2.0,0.0,0,,0,,1275,945,2021-04-05,https://covidactnow.org/us/texas-tx/county/martin_county,0.22093224744411716,0.1637497833997574,0,2130
159,48319,US,TX,Mason County,county,,iso1:us#iso2:us-tx#fips:48319,,4274,,other,3.34246941640484,,1.20022875267,1.4687451463299999,,,,2,4,1,4,2,4,4,392,6,,,,,,0,,,,0,,0,,1403,969,2021-04-05,https://covidactnow.org/us/texas-tx/county/mason_county,0.3282639213851193,0.2267197005147403,0,2311
160,48321,US,TX,Matagorda County,county,,iso1:us#iso2:us-tx#fips:48321,,36643,0.1977,other,44.05440914460373,,1.08839272951,0.4806945950400001,1.0135135142525338,,1.0,3,2,3,4,1,3,3,3514,97,,,,75.0,40.0,14,0.28,4.0,4.0,3,0.47,25,,8089,3753,2021-04-05,https://covidactnow.org/us/texas-tx/county/matagorda_county,0.2207515760172475,0.10242065333078623,0,11542
161,48323,US,TX,Maverick County,county,,iso1:us#iso2:us-tx#fips:48323,,58722,0.0737,other,6.8117570927420745,,0.8009656222579999,0.6964434369920003,0.17482517482517482,,0.6842105263804248,1,1,1,4,0,0,0,10362,344,,,,101.0,46.0,1,0.5,8.0,5.0,1,0.69,0,,18056,7934,2021-04-05,https://covidactnow.org/us/texas-tx/county/maverick_county,0.30748271516637715,0.13511120193453902,1,24848
162,48325,US,TX,Medina County,county,,iso1:us#iso2:us-tx#fips:48325,,51584,0.0633,other,8.077440033085196,,0.7458260347779999,0.6760870112120001,0.4169148302561048,,,1,1,1,4,0,0,4,4820,103,,,,25.0,9.0,1,0.35,10.0,9.0,2,,0,,13020,8866,2021-04-05,https://covidactnow.org/us/texas-tx/county/medina_county,0.2524038461538461,0.171875,0,20339
163,48327,US,TX,Menard County,county,,iso1:us#iso2:us-tx#fips:48327,,2138,,other,0.0,,,,,,,0,4,0,4,4,4,4,207,9,,,,,,0,,,,0,,0,,773,634,2021-04-05,https://covidactnow.org/us/texas-tx/county/menard_county,0.3615528531337697,0.29653882132834425,0,1287
164,48329,US,TX,Midland County,county,,iso1:us#iso2:us-tx#fips:48329,,176832,0.0462,other,7.351610568222947,,0.7198247410359999,0.5147686336339999,0.31055900599700154,,0.6995073896551725,1,1,1,4,0,0,0,16943,265,,,,645.0,161.0,9,0.63,29.0,20.0,4,,0,,39774,25734,2021-04-05,https://covidactnow.org/us/texas-tx/county/midland_county,0.22492535287730728,0.14552795874049945,0,64675
165,48331,US,TX,Milam County,county,,iso1:us#iso2:us-tx#fips:48331,,24823,0.0338,other,13.236572073134935,,0.939646245478,0.8035664461120001,inf,,,2,1,2,4,1,4,4,2453,46,,,,35.0,,2,,0.0,,1,,0,,5780,3302,2021-04-05,https://covidactnow.org/us/texas-tx/county/milam_county,0.23284856786045202,0.13302179430366998,0,8872
166,48333,US,TX,Mills County,county,,iso1:us#iso2:us-tx#fips:48333,,4873,0.025,other,2.931605640409252,,0.827059611398,1.2657374277819995,,,,1,0,1,4,0,4,4,650,21,,,,,,0,,,,0,,0,,1352,894,2021-04-05,https://covidactnow.org/us/texas-tx/county/mills_county,0.2774471578083316,0.183459880976811,0,2184
167,48335,US,TX,Mitchell County,county,,iso1:us#iso2:us-tx#fips:48335,,8545,0.0078,other,0.0,,0.846594327386,1.272160452534,,,,0,0,0,4,0,4,4,598,30,,,,25.0,8.0,0,0.32,0.0,0.0,11,,0,,1406,773,2021-04-05,https://covidactnow.org/us/texas-tx/county/mitchell_county,0.16454066705675835,0.09046225863077824,0,2146
168,48337,US,TX,Montague County,county,,iso1:us#iso2:us-tx#fips:48337,,19818,0.0481,other,8.650144889926906,,0.951938555482,0.956633394188,,,,1,1,1,4,1,4,4,2062,70,,,,71.0,4.0,1,0.23,0.0,,0,,0,,4428,2955,2021-04-05,https://covidactnow.org/us/texas-tx/county/montague_county,0.223433242506812,0.14910687254011504,0,7166
169,48339,US,TX,Montgomery County,county,,iso1:us#iso2:us-tx#fips:48339,,607391,0.0919,other,18.180804692294,,0.97638220083,0.12039835940999988,0.24181547593277225,,0.7443609022556391,2,1,2,4,1,0,1,49605,524,,,,2097.0,416.0,48,0.55,66.0,49.0,14,0.51,128,,122711,74608,2021-04-05,https://covidactnow.org/us/texas-tx/county/montgomery_county,0.20202966458179328,0.12283356190658075,1,192742
170,48341,US,TX,Moore County,county,,iso1:us#iso2:us-tx#fips:48341,,20940,0.0357,other,2.0466639377814158,,0.8689270673720001,0.7378837075480001,,,,1,1,1,4,0,4,4,2318,71,,,,25.0,11.0,1,0.52,2.0,1.0,1,0.17,0,,6420,4770,2021-04-05,https://covidactnow.org/us/texas-tx/county/moore_county,0.30659025787965616,0.2277936962750716,0,11042
171,48343,US,TX,Morris County,county,,iso1:us#iso2:us-tx#fips:48343,,12388,0.0417,other,1.1531897227731909,,1.13002799499,1.0953269235399998,,,,2,1,1,4,2,4,4,853,33,,,,,,1,,,,0,,0,,2218,1361,2021-04-05,https://covidactnow.org/us/texas-tx/county/morris_county,0.1790442363577656,0.10986438488860187,0,3381
172,48345,US,TX,Motley County,county,,iso1:us#iso2:us-tx#fips:48345,,1200,,other,0.0,,,,,,,0,4,0,4,4,4,4,90,8,,,,,,0,,,,0,,0,,337,177,2021-04-05,https://covidactnow.org/us/texas-tx/county/motley_county,0.2808333333333333,0.1475,0,506
173,48347,US,TX,Nacogdoches County,county,,iso1:us#iso2:us-tx#fips:48347,,65204,0.0419,other,7.887333818258302,,0.679093287282,0.596599141358,0.14278575012493755,,0.5,1,1,1,4,0,0,0,4376,165,,,,392.0,51.0,3,0.3,11.0,5.0,2,0.34,1,,16606,11472,2021-04-05,https://covidactnow.org/us/texas-tx/county/nacogdoches_county,0.2546776271394393,0.17594012637261516,0,25646
174,48349,US,TX,Navarro County,county,,iso1:us#iso2:us-tx#fips:48349,,50113,0.0319,other,11.117731070637502,,1.21116837014,0.94432112574,0.17204301039139785,,0.780000000112,2,1,2,4,2,0,1,5662,150,,,,162.0,19.0,1,0.38,7.0,5.0,1,0.28,0,,13231,8823,2021-04-05,https://covidactnow.org/us/texas-tx/county/navarro_county,0.2640233073254445,0.1760620996547802,0,21804
175,48351,US,TX,Newton County,county,,iso1:us#iso2:us-tx#fips:48351,,13595,0.0333,other,2.1016129879682657,,1.11095547105,1.1201438172700002,,,,2,1,1,4,2,4,4,589,34,,,,,,1,,,,0,,0,,2114,1570,2021-04-05,https://covidactnow.org/us/texas-tx/county/newton_county,0.15549834497977194,0.1154836336888562,0,3627
176,48353,US,TX,Nolan County,county,,iso1:us#iso2:us-tx#fips:48353,,14714,,other,3.883570554768054,,1.0754486090100002,1.1752266061799999,0.1401738154068118,,0.5609756102141583,1,4,1,4,1,0,0,1524,50,,,,86.0,15.0,1,0.31,5.0,3.0,0,0.34,0,,3723,2931,2021-04-05,https://covidactnow.org/us/texas-tx/county/nolan_county,0.2530243305695256,0.1991980426804404,0,5783
177,48355,US,TX,Nueces County,county,,iso1:us#iso2:us-tx#fips:48355,,362294,0.08800000000000001,other,17.98066132556905,,1.0286395275,0.18559835038999986,0.4723268615899323,,0.8687943262411347,2,1,2,4,1,0,3,39694,751,,,,2427.0,751.0,55,0.7,141.0,122.0,16,0.86,52,,95339,71708,2021-04-05,https://covidactnow.org/us/texas-tx/county/nueces_county,0.2631536818164253,0.1979276499196785,2,164253
178,48357,US,TX,Ochiltree County,county,,iso1:us#iso2:us-tx#fips:48357,,9836,,other,5.8095625399407425,,1.0488479224,0.94504939773,,,,1,4,1,4,1,4,4,1066,26,,,,25.0,5.0,1,0.27,0.0,,0,,0,,2450,1191,2021-04-05,https://covidactnow.org/us/texas-tx/county/ochiltree_county,0.24908499389995936,0.12108580723871493,0,3464
179,48359,US,TX,Oldham County,county,,iso1:us#iso2:us-tx#fips:48359,,2112,,other,13.528138528138529,,,,,,,2,4,2,4,4,4,4,251,4,,,,,,0,,,,0,,0,,399,286,2021-04-05,https://covidactnow.org/us/texas-tx/county/oldham_county,0.18892045454545456,0.13541666666666666,0,673
180,48361,US,TX,Orange County,county,,iso1:us#iso2:us-tx#fips:48361,,83396,0.0526,other,0.0,,0.50981817232,0.273106369581,,,,0,1,0,4,0,4,4,8193,135,,,,,,8,,,,3,,0,,14416,9059,2021-04-05,https://covidactnow.org/us/texas-tx/county/orange_county,0.17286200777015684,0.10862631301261452,0,22878
181,48363,US,TX,Palo Pinto County,county,,iso1:us#iso2:us-tx#fips:48363,,29189,0.0198,other,9.299002070251516,,0.8749469826340001,0.974520186416,,,0.4772727269473141,1,0,1,4,0,4,0,2849,71,,,,74.0,24.0,1,0.31,6.0,3.0,0,0.27,0,,5822,3969,2021-04-05,https://covidactnow.org/us/texas-tx/county/palo_pinto_county,0.19945870019527906,0.13597588132515673,0,9376
182,48365,US,TX,Panola County,county,,iso1:us#iso2:us-tx#fips:48365,,23194,0.0408,other,3.695537023121743,,0.726475211001,0.996010036439,inf,,,1,1,1,4,0,4,4,1573,74,,,,42.0,7.0,0,0.13,0.0,,0,,0,,3772,2543,2021-04-05,https://covidactnow.org/us/texas-tx/county/panola_county,0.16262826593084415,0.10964042424765023,0,5740
183,48367,US,TX,Parker County,county,,iso1:us#iso2:us-tx#fips:48367,,142878,0.0439,other,8.898700789684705,,0.8531070193000001,0.4729380207799998,0.36764705733880104,,0.8,1,1,1,4,0,0,1,15311,172,,,,129.0,54.0,5,0.64,20.0,16.0,3,0.53,0,,31826,21316,2021-04-05,https://covidactnow.org/us/texas-tx/county/parker_county,0.2227494785761279,0.1491902182281387,0,51861
184,48369,US,TX,Parmer County,county,,iso1:us#iso2:us-tx#fips:48369,,9605,0.2,other,29.746411839071914,,1.04737220368,0.88901959248,,,,3,2,3,4,1,4,4,1234,35,,,,25.0,4.0,0,0.11,5.0,4.0,3,,0,,2555,1871,2021-04-05,https://covidactnow.org/us/texas-tx/county/parmer_county,0.26600728787090056,0.19479437792816245,0,4265
185,48371,US,TX,Pecos County,county,,iso1:us#iso2:us-tx#fips:48371,,15823,0.057,other,12.639828098337862,,0.851471259347,0.881456109313,,,,2,1,2,4,0,4,4,1575,34,,,,39.0,6.0,2,0.19,17.0,16.0,3,,0,,4865,3827,2021-04-05,https://covidactnow.org/us/texas-tx/county/pecos_county,0.3074638184920685,0.24186311066169494,0,8529
186,48373,US,TX,Polk County,county,,iso1:us#iso2:us-tx#fips:48373,,51353,0.0424,other,2.7818655746917,,0.727368698804,0.7069878238159999,0.2573529410250865,,1.0,1,1,1,4,0,0,3,3080,107,,,,66.0,17.0,3,0.36,5.0,5.0,2,0.41,0,,9716,6583,2021-04-05,https://covidactnow.org/us/texas-tx/county/polk_county,0.1892002414659319,0.1281911475473682,0,15825
187,48375,US,TX,Potter County,county,,iso1:us#iso2:us-tx#fips:48375,,117415,0.0578,other,8.760136512127314,,0.90512125833,0.5947072640100002,0.19281950952783106,,0.7083333333333334,1,1,1,4,1,0,1,17200,433,,,,1152.0,292.0,15,0.59,48.0,34.0,10,0.7,0,,27156,18386,2021-04-05,https://covidactnow.org/us/texas-tx/county/potter_county,0.2312822041476813,0.1565898735255291,0,44989
